"Ukazatel","IndicatorType","Území","Uz0","Měsíce, roky","CASRMX","Hodnota"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2012","2012-07","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2012","2012-08","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2012","2012-09","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2012","2012-10","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2012","2012-11","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2012","2012-12","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2013","2013-01","1.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2013","2013-02","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2013","2013-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2013","2013-04","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2013","2013-05","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2013","2013-06","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2013","2013-07","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2013","2013-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2013","2013-09","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2013","2013-10","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2013","2013-11","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2013","2013-12","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2014","2014-01","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2014","2014-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2014","2014-03","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2014","2014-04","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2014","2014-05","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2014","2014-06","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2014","2014-07","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2014","2014-08","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2014","2014-09","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2014","2014-10","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2014","2014-11","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2014","2014-12","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2015","2015-01","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2015","2015-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2015","2015-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2015","2015-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2015","2015-05","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2015","2015-06","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2015","2015-07","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2015","2015-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2015","2015-09","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2015","2015-10","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2015","2015-11","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2015","2015-12","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2016","2016-01","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2016","2016-02","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2016","2016-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2016","2016-04","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2016","2016-05","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2016","2016-06","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2016","2016-07","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2016","2016-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2016","2016-09","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2016","2016-10","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2016","2016-11","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2016","2016-12","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2017","2017-01","0.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2017","2017-02","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2017","2017-03","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2017","2017-04","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2017","2017-05","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2017","2017-06","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2017","2017-07","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2017","2017-08","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2017","2017-09","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2017","2017-10","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2017","2017-11","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2017","2017-12","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2018","2018-01","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2018","2018-02","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2018","2018-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2018","2018-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2018","2018-05","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2018","2018-06","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2018","2018-07","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2018","2018-08","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2018","2018-09","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2018","2018-10","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2018","2018-11","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2018","2018-12","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2019","2019-01","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2019","2019-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2019","2019-03","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2019","2019-04","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2019","2019-05","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2019","2019-06","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2019","2019-07","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2019","2019-08","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2019","2019-09","-0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2019","2019-10","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2019","2019-11","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2019","2019-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2020","2020-01","1.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2020","2020-02","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2020","2020-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2020","2020-04","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2020","2020-05","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2020","2020-06","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2020","2020-07","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2020","2020-08","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2020","2020-09","-0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2020","2020-10","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2020","2020-11","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2020","2020-12","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2021","2021-01","1.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2021","2021-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2021","2021-03","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2021","2021-04","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2021","2021-05","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2021","2021-06","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2021","2021-07","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2021","2021-08","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2021","2021-09","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2021","2021-10","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2021","2021-11","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2021","2021-12","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2022","2022-01","4.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2022","2022-02","1.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2022","2022-03","1.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2022","2022-04","1.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2022","2022-05","1.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2022","2022-06","1.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2022","2022-07","1.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2022","2022-08","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2022","2022-09","0.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2022","2022-10","-1.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2022","2022-11","1.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2022","2022-12","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2023","2023-01","6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2023","2023-02","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2023","2023-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2023","2023-04","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2023","2023-05","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2023","2023-06","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2023","2023-07","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2023","2023-08","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2023","2023-09","-0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2023","2023-10","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2023","2023-11","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2023","2023-12","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2024","2024-01","1.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2024","2024-02","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2024","2024-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2024","2024-04","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2024","2024-05","0.00001"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2024","2024-06","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2024","2024-07","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2024","2024-08","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2024","2024-09","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2024","2024-10","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2024","2024-11","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2024","2024-12","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2025","2025-01","1.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2025","2025-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2025","2025-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2025","2025-04","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2025","2025-05","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2025","2025-06","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2025","2025-07","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2025","2025-08","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2025","2025-09","-0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2025","2025-10","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2025","2025-11","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2025","2025-12","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2026","2026-01","0.9"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2026","2026-02","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2026","2026-03","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2026","2026-04","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2026","2026-05","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2026","2026-06","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2026","2026-07","0.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 1997","1997-12","8.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","1997","1997","8.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 1998","1998-12","10.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","1998","1998","10.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 1999","1999-12","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","1999","1999","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2000","2000-01","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2000","2000-02","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2000","2000-03","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2000","2000-04","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2000","2000-05","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2000","2000-06","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2000","2000-07","2.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2000","2000-08","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2000","2000-09","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2000","2000-10","3.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2000","2000-11","3.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2000","2000-12","3.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2000","2000","3.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2001","2001-01","4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2001","2001-02","4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2001","2001-03","4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2001","2001-04","4.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2001","2001-05","4.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2001","2001-06","4.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2001","2001-07","4.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2001","2001-08","4.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2001","2001-09","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2001","2001-10","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2001","2001-11","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2001","2001-12","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2001","2001","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2002","2002-01","4.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2002","2002-02","4.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2002","2002-03","4.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2002","2002-04","4.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2002","2002-05","4.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2002","2002-06","3.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2002","2002-07","3.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2002","2002-08","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2002","2002-09","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2002","2002-10","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2002","2002-11","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2002","2002-12","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2002","2002","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2003","2003-01","1.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2003","2003-02","1.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2003","2003-03","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2003","2003-04","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2003","2003-05","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2003","2003-06","0.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2003","2003-07","0.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2003","2003-08","0.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2003","2003-09","0"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2003","2003-10","0"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2003","2003-11","0.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2003","2003-12","0.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2003","2003","0.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2004","2004-01","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2004","2004-02","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2004","2004-03","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2004","2004-04","1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2004","2004-05","1.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2004","2004-06","1.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2004","2004-07","1.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2004","2004-08","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2004","2004-09","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2004","2004-10","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2004","2004-11","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2004","2004-12","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2004","2004","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2005","2005-01","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2005","2005-02","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2005","2005-03","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2005","2005-04","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2005","2005-05","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2005","2005-06","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2005","2005-07","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2005","2005-08","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2005","2005-09","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2005","2005-10","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2005","2005-11","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2005","2005-12","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2005","2005","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2006","2006-01","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2006","2006-02","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2006","2006-03","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2006","2006-04","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2006","2006-05","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2006","2006-06","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2006","2006-07","2.6"
