"Ukazatel","Čtvrtletí","Šetření","ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","0.6565248653","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","100.2732938888","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","44720.5626950458","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","3598.738862422","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","108.7514086853","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","87.3447111886","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","-0.046586136","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","99.9466924769","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","42391.1770102505","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","2880.353135152","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","107.2900356223","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","91.8813551786","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","-0.078536709","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","99.9145967798","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","40298.1116866213","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","2750.1971998177","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","107.3245005413","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","245.5388976412","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","0.1453359648","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","100.0592256634","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","45482.3262519195","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","2711.9080156082","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","106.3406160787","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","257.0401836142","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","0.1145982254","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","100.0446036642","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","43447.2155015776","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","2596.533972489","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","106.3561582703","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","149.5205369149","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","1.0063401968","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","100.6776053866","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","44673.3127333615","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","3036.5429991068","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","107.2929360719","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","157.0638849392","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","1.0232149212","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","100.6557360469","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","42527.7759317137","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","2899.3161826884","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","107.3162474672","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","197.2108084361","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","-0.151102984","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","99.9234386296","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","44673.2947927193","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","3191.5646221269","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","107.693904302","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","208.0354250892","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","-0.3363291653","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","99.8385917676","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","42348.8287045179","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","3058.8895053638","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","107.7854269253","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","186.9070941301","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","2.3550431896","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","101.2760861652","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","44120.7875978285","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","3538.3035889101","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","108.7187950056","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","196.3574997108","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","2.289701454","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","101.179846154","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","41997.3172035169","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","3404.718516974","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Severovýchod","Pardubický kraj","108.8222058966","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","174.662356933","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","0.0729547288","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","100.0417864589","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","44905.9597268978","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","2916.5751135656","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","106.9459820391","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","182.7960080629","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","-0.0851429695","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","99.9534435512","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2026","Pracovištní metoda","Česko","Jihovýchod","Kraj Vysočina","42907.83398037","koruna česká","Kč"
